实际抵达日期,产品描述,收货人,收货人地址,发货人,发货人地址,通知人,承运人,原产国,海外装货港,目的港,目的国,启运国,产品件数/拼箱货柜,数量单位,TEU,千克重/拼箱货柜,千克重/件,尺寸,货运收货人,货柜号,卸货港,卸货港所在州,装运标志及编号,产品海关编码,货柜运输类型,支线承运人收货地,货运托运人,双抬头托运人,货柜个数/船东提单,收货人所在州
2023-12-27,HIGH TEMPERATURE RESISTANT SILICONE RUBBER HE NG MACHINE STACK PAPER CORNER ROUNDER PAPER T RIMMER MULCH APPLICATOR,ASC365 INTERNATIONAL LTD.,"2220 MIDLAND AVE. UNIT 41TORONTO ON,M1P 3E6 CANADA TORONTO ON M1P3E6 CA",YANTAI TONGDA INTERNATIONAL TRADE LTD.,".NO.4 ZHICHU SOUTHROAD,ZHIFU DISTRICT YANTAI CN",ASC365 INTERNATIONAL LTD,WJLN,CHINA,QINGDAO,TACOMA,CANADA,CHINA,302,CTN,2.0,12436.99,41.18,4000*900*800,None,ONEU0380123,TACOMA,WASHINGTON,AT PRESS MACHINE CUTTING PLOTTER WARMER CUTTI .,0,FCL,QINGDAO CHINA,,TRANSHIPMENT,1,None
2023-12-27,"RUBBER SHEET,SILICONE RUBBER SHEET,FKM RUBBER",RUBBERITE CYPRESS SPONGE,301 E.GOETZ AVE SANTA ANA CA 92707 US,"SANHE GREAT WALL RUBBER CO.,LTD.","WEST OF CITY,SANHE LANGFANG 065000 CN",RUBBERITE CYPRESS SPONGE,CHQF-CHINA INTERNATIONAL FREIGHT CO LTD,CHINA,TIANJIN/TIANJINXIN GANG,LONG BEACH,UNITED STATES,CHINA,253,ROL,1.0,19850.0,78.46,2000*806*800,None,SLEU2148293,LONG BEACH,CALIFORNIA,SHEET,0,FCL,TIANJIN,CHINA OCEAN SHIPPING COMPANY,TRANSHIPMENT,1,CALIFORNIA
2023-12-27,RAZOR BLADES SAFTY RAZOR SILICONE MAT GLUE BOARD SHAVING CREAM CHALK MARKER SEA SALT HAIR SPRAY BEARD OIL BEARD BALM BEARD SHAMPOO BEARD CONDITIONER SOLID COLOGNE HAIR SHAMPOO HAIR CONDITIONER,NEW VIKING REVOLUTION LLC,300 SOUTH MADISON AVENUE CLEARWATER FL 33756 US,"SHENZHEN SHANGQIU TECHNOLOGY CO.,LT","102, BUILDING 9, XIN LIGAOINDUSTRIALZONE, NO 6 SHENZHEN 518000 CN",MBC BROKERS INC.,NKIL,CHINA,SHANG HAI,LONG BEACH,UNITED STATES,CHINA,1430,CTN,2.0,19394.95,13.56,4000*900*800,SEA TRADE INTERNATIONAL INCORPORATE,CCLU7824204,LONG BEACH,CALIFORNIA,VIKING REVOLUTION LANA & LUCA CHALKY CROWN . . . .,0,FCL,SHANGHAI,SEA TRADE INTERNATIONAL TRANSPORTAT,TRANSHIPMENT,1,FLORIDA
2023-12-27,SILICONE RUBBER BOOTS,VENTEX TECHNOLOGY LLC,"3490 VENTURE DRIVESAN ANGELO, TEXAS 76905, USA.","WUXI HUACHENG CABLE CO.,LTD.","B-4AREA, THE 2ND INDUSTRIAL RD., QINGYANG INDUSTRY PARK, JIANGYIN, JIANGSU,CHINA",VENTEX TECHNOLOGY LLC,MGNG-MIRAGROWN LOGISTICS CORPORATION,CHINA,SHANG HAI,LONG BEACH,UNITED STATES,CHINA,44,CTN,0.18,275.0,6.25,4000*800*800,None,EMCU5433320,LONG BEACH,CALIFORNIA,NO MARKS,0,LCL,LOS ANGELES,EVERGREEN LINE,TRANSHIPMENT,1,TEXAS
2023-12-26,"SILICONE RUBBER KEYPAD C NO. 01 ICA 8535418021 PO NO 05-D870373 P N NO 690776-01 CTN 01 1000 C NO. 01-04 ICA 8535418021 PO NO 05-D870381 P N NO 690776-01 CTN 01 1000,02-03 2000,04 200 C NO. 04-14 ICA 8535418021 PO NO 05-D870394 P N NO 690776-01 CTN 04 1800,05-13 2000,14 200 C NO. 15-23ICA 8535418021 PO NO 05-D870381 P N NO 690489-01 CTN 15-22 400,23 14 C NO. 24-31",RAINBIRD CORP. CONTROLS MFG DIVISIO,2475-A PASEO DE LAS AMERICAS 1318 SAN DIEGO CA 92154 US,ICHIA RUBBER INDUSTRY M SDN BHD,"NO.977-978, SOLOK PERUSAHAAN 3, PRAI PE 13600 MY",None,CHSL-CHRISTAL LINES,SINGAPORE,SINGAPORE,LOS ANGELES,UNITED STATES,SINGAPORE,33,CTN,0.1,697.0,21.12,4000*900*800,None,YMLU8584579,LOS ANGELES,CALIFORNIA,ITEM RUBBER KEYPAD DEST USA C NO 01-33 MADE IALAYSIA,732619,LCL,SINGAPORE SG,,TRANSHIPMENT,1,CALIFORNIA
2023-12-26,SILICONE RUBBER H7140,ELASTAPRO SILICONE SHEETING,"13937 ROSECRANS AVE, SANTA FE SPRINGS CA 90670 US",INNER MONGOLIA SUCON SILICONE CO.,WUDA ECONOMIC DEVELOPMENT WUHAI 016000 CN,ELASTAPRO SILICONE SHEETING,CHQF-CHINA INTERNATIONAL FREIGHT CO LTD,CHINA,QINGDAO,LOS ANGELES,UNITED STATES,CHINA,1000,CTN,1.0,20500.0,20.5,2000*806*802,None,SEGU1398829,LOS ANGELES,CALIFORNIA,NO MARKS,0,FCL,QINGDAO CHINA,,TRANSHIPMENT,1,CALIFORNIA
2023-12-26,"PAPER CUPS SHOE RACK PAPER CUPS SHOE RACK SILICONE DECORATION,PLASTIC BRACELET,PLASTIC DECORATION, FESTIVAL ORNAMENT, PLASTIC YARD SIGNCAST ALUMINIUM COOKWARE GLOVES,RUBBER DUCK,PLASTIC DECORATION,LATEX DECORATION, PLASTIC ORNAMENT GLASS CONTAINER PAPER CUPS,PAPER BAGS MICROWAVE HEATING PAD GREY (GREY) NAME AC SHENZHEN VEEPEAK TECHNOLOGY CO LTD 15/F-71 MUSIC BUILDING, NO.99,GAOXIN SOUTH 9 ROAD, BINHAI COMMUNITY,YUEHAI STREET, NANSHAN DISTRICT,SHENZHEN @LONGGANG DISTRICT, SHENZHEN @FANG.WU@TOFBA.COM @ETEBROKER@YAHOO.COM @NB_USOVERSEAS@TOFBA.COM @FANG.WU@TOFBA.COM",FLOWER IMPORT INC.,"881 BAXTER DRIVE, STE 100SOUTH JORDAN, UT, 84095","HANGZHOU YINGLIAN PROTECTIVE EQUIPMENT CO.,LTD.",".NO.88 ZHANGTAN VILLAGE,GUALI TOWN,XIAOSHAN DISTRICT,HANGZHOU CITY,ZHEJIANG",FLOWER IMPORT INC,EGLV-EVERGREEN LINE,CHINA,NING BO,OAKLAND,UNITED STATES,CHINA,916,CTN,2.0,13335.04,14.56,4000*900*800,None,EGHU9201605,OAKLAND,CALIFORNIA,NO MARKS,0,FCL,"NINGBO, CHINA",EVERGREEN LINE,TRANSHIPMENT,1,UTAH
2023-12-26,"SILICONE RUBBER AND FLUID HS CODE : 3910.00 (8DRUMS,322CANS,93CARTONS)",SHIN-ETSU SILICONES OF AMERICA INC.,1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,423,PKG,1.0,13522.42,31.97,2000*806*802,MITSUBISHI LOGISTICS AMERICA,GCXU2269028,LOS ANGELES,CALIFORNIA,"SESA AKRON,OH",391000,FCL,TOKYO,MITSUBISHI LOGISTICS CORPORATION,TRANSHIPMENT,3,OHIO
2023-12-26,"SILICONE RUBBER AND FLUID HS CODE : 3910.00 (32DRUMS,38CANS,92CARTONS)",SHIN-ETSU SILICONES OF AMERICA INC.,1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,162,PKG,1.0,9790.0,60.43,2000*806*802,MITSUBISHI LOGISTICS AMERICA,FCIU5657385,LOS ANGELES,CALIFORNIA,SESA CHARLOTTE,391000,FCL,TOKYO,MITSUBISHI LOGISTICS CORPORATION,TRANSHIPMENT,1,OHIO
2023-12-26,SILICONE RUBBER AND FLUID HS CODE : 3910.00,SHIN-ETSU SILICONES OF AMERICA INC.,1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,472,PKG,1.0,15088.85,31.97,2000*806*802,MITSUBISHI LOGISTICS AMERICA,NYKU9828145,LOS ANGELES,CALIFORNIA,"SESA AKRON,OH",391000,FCL,TOKYO,MITSUBISHI LOGISTICS CORPORATION,TRANSHIPMENT,3,OHIO
2023-12-26,SILICONE RING SILICONE WASHER SILICONE PAD SILICONE COVER RUBBER RING SUCTION CUP HS CODE 85099000,LOGICSITE LLC,702 ENTERPRISE ST. SUITE 4 LAREDO TX 78045 US,JIANGMEN YAMEI RUBBER PRODUCTS FACT,"NO.2,JIANGHAI SI ROAD, JIANGHAI ARE JIANGMEN GD 529000 CN",None,NAQA-NACA (VANGUARD LOGISTICS SERVICES),CHINA,YANTIAN,LOS ANGELES,UNITED STATES,CHINA,64,CTN,0.09,851.0,13.3,4000*907*802,None,EMCU5619314,LOS ANGELES,CALIFORNIA,LOGICSITE LLC,640391;3926400000;94054290;85044014;94059200;8518210000;85099000;640419;94059900;8528590200;640399;640299;950300;853710909;9401999000,LCL,SHENZHEN,VANGUARD LOGISTICS SERVICES(HONG KONG) LIMITED,TRANSHIPMENT,1,TEXAS
2023-12-26,SHIN-ETSU SILICONE HS CODE : 3910.00,SHIN-ETSU SILICONES OF AMERICA INC.,1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,579,PKG,1.0,26468.17,45.71,2000*806*802,MITSUBISHI LOGISTICS AMERICA,TEMU0173953,LOS ANGELES,CALIFORNIA,"SESA AKRON,OH",391000,FCL,TOKYO,MITSUBISHI LOGISTICS CORPORATION,TRANSHIPMENT,6,OHIO
2023-12-26,"SILICONE RUBBER AND FLUID HS CODE : 3910.00 (5TANKS,32DRUMS,19CANS,46CARTONS)",SHIN-ETSU SILICONES OF AMERICA INC.,1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,102,PKG,1.0,3260.73,31.97,2000*806*802,MITSUBISHI LOGISTICS AMERICA,CXDU1652241,LOS ANGELES,CALIFORNIA,"SESA AKRON,OH",391000,FCL,TOKYO,MITSUBISHI LOGISTICS CORPORATION,TRANSHIPMENT,3,OHIO
2023-12-26,SILICONE RUBBER CH-2260T(C),NGK-LOCKE INC.,"1609 DIAMOND SPRINGS ROAD,VIRGINIABEACH, VA 23455 UNITED SVIRGINIA BEACH VA23455 US",YANGZHOU CHENHUA NEW MATERIAL CO.,"NO.231 ZHENZHONG ROAD,CAODIAN TOWN,BAOYING COUNTY,YANGZHOU, JS 225803 CHINAYANGZHOU JS225803 CN",None,PPIL-PUDONG PRIME INTL LOGISTICS INC,ST. HELENA(GB),UNKNOWN,NORFOLK,UNITED STATES,UNKNOW,40,BOX,1.0,18760.0,469.0,2000*806*800,None,WHSU2628780,NORFOLK,VIRGINIA,NO MARKS,0,FCL,"YANGSHAN, SH",WAN HAI LINES LTD,TRANSHIPMENT,1,VIRGINIA
2023-12-26,"SILICONE RUBBER AND FLUID HS CODE : 2931.90 (48DRUMS,86CANS,5CARTONS)",SHIN-ETSU SILICONES OF AMERICA INC.,1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,139,PKG,1.0,11524.0,82.91,2000*806*802,MITSUBISHI LOGISTICS AMERICA,TCLU3412000,LOS ANGELES,CALIFORNIA,SESA RANCHO DOMINGUEZ,293190,FCL,TOKYO,MITSUBISHI LOGISTICS CORPORATION,TRANSHIPMENT,1,OHIO
2023-12-26,SHIN-ETSU SILICONE HS CODE : 3910.00,SHIN-ETSU SILICONES OF AMERICA INC.,1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,480,PKG,1.0,21942.53,45.71,2000*806*802,MITSUBISHI LOGISTICS AMERICA,FCIU5687158,LOS ANGELES,CALIFORNIA,"SESA AKRON,OH",391000,FCL,TOKYO,MITSUBISHI LOGISTICS CORPORATION,TRANSHIPMENT,6,OHIO
2023-12-26,"SHIN-ETSU SILICONE HS CODE : 3910.00 (6DRUMS,226CANS,57CARTONS,150BAGS)",SHIN-ETSU SILICONES OF AMERICA INC.,1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,439,PKG,1.0,20068.27,45.71,2000*806*802,MITSUBISHI LOGISTICS AMERICA,SEGU1978616,LOS ANGELES,CALIFORNIA,"SESA AKRON,OH",391000,FCL,TOKYO,MITSUBISHI LOGISTICS CORPORATION,TRANSHIPMENT,6,OHIO
2023-12-26,SHIN-ETSU SILICONE HS CODE : 3910.00,SHIN-ETSU SILICONES OF AMERICA INC.,1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,16,PKG,1.0,731.42,45.71,2000*806*802,MITSUBISHI LOGISTICS AMERICA,TRHU3787882,LOS ANGELES,CALIFORNIA,"SESA AKRON,OH",391000,FCL,TOKYO,MITSUBISHI LOGISTICS CORPORATION,TRANSHIPMENT,6,OHIO
2023-12-26,SHIN-ETSU SILICONE HS CODE : 3910.00,SHIN-ETSU SILICONES OF AMERICA INC.,1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,16,PKG,1.0,731.42,45.71,2000*806*802,MITSUBISHI LOGISTICS AMERICA,TEMU0668696,LOS ANGELES,CALIFORNIA,"SESA AKRON,OH",391000,FCL,TOKYO,MITSUBISHI LOGISTICS CORPORATION,TRANSHIPMENT,6,OHIO
2023-12-26,SILICONE RUBBER CH-2260T(C),NGK-LOCKE INC.,"1609 DIAMOND SPRINGS ROAD,VIRGINIA BEACH, VA 23455 UNITED SVIRGINIA BEACH VA23455 US",YANGZHOU CHENHUA NEW MATERIAL CO.,"NO.231 ZHENZHONG ROAD,CAODIAN TOWN,BAOYING COUNTY,YANGZHOU, JS 225803 CHINAYANGZHOU JS225803 CN",None,PPIL-PUDONG PRIME INTL LOGISTICS INC,ST. HELENA(GB),UNKNOWN,NORFOLK,UNITED STATES,UNKNOW,41,BOX,1.0,19229.0,469.0,2000*806*800,None,WHSU2839459,NORFOLK,VIRGINIA,NO MARKS,0,FCL,"YANGSHAN, SH",WAN HAI LINES LTD,TRANSHIPMENT,1,VIRGINIA
2023-12-26,SILICONE RUBBER AND FLUID HS CODE : 2931.90,SHIN-ETSU SILICONES OF AMERICA INC.,1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,80,DR,1.0,17720.0,221.5,2000*806*802,MITSUBISHI LOGISTICS AMERICA,BMOU1548027,LOS ANGELES,CALIFORNIA,SESA RANCHO DOMINGUEZ,293190,FCL,TOKYO,MITSUBISHI LOGISTICS CORPORATION,TRANSHIPMENT,2,OHIO
2023-12-26,SILICONE RUBBER AND FLUID HS CODE : 2931.90,SHIN-ETSU SILICONES OF AMERICA INC.,1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,80,DR,1.0,17720.0,221.5,2000*806*802,MITSUBISHI LOGISTICS AMERICA,TCLU3507086,LOS ANGELES,CALIFORNIA,SESA RANCHO DOMINGUEZ,293190,FCL,TOKYO,MITSUBISHI LOGISTICS CORPORATION,TRANSHIPMENT,2,OHIO
2023-12-26,"SHIN-ETSU SILICONE HS CODE : 3910.00 (42DRUMS,139CARTONS)",SHIN-ETSU SILICONES OF AMERICA INC.,1150 DAMAR DRIVE AKRON OH 44305 US,"SHIN-ETSU CHEMICAL CO.,LTD.",4-1 MARUNOUCHI 1-CHOMECHIYODA-KU TOKYO 1000005 JP,SHIN-ETSU SILICONES OF AMERICA INC,MQLA-MITSUBISHI LOGISTICS AMERICA CORPORATION,JAPAN,TOKYO,LOS ANGELES,UNITED STATES,JAPAN,181,PKG,1.0,8274.16,45.71,2000*806*802,MITSUBISHI LOGISTICS AMERICA,TEMU5111830,LOS ANGELES,CALIFORNIA,"SESA AKRON,OH",391000,FCL,TOKYO,MITSUBISHI LOGISTICS CORPORATION,TRANSHIPMENT,6,OHIO
2023-12-23,"SILICONE RUBBER KEYBOARDPO NO. 701455, 702572 , 702577OUR REF : S23101850-SATEHS # 85299031T HIS SHIPMENT DOES NOT CONTAIN ANY WOODPACKING MATERIALS",BCS AUTOMOTIVE INTERFACE SOLUTIONS,9600 INTERNATIONAL BLVD PHARR TX 78577 US,SATECO HK LTD.,"UNIT 17, 22/F, SEAPOWER TOWER, CONCORDIA PLAZA1 SCIENCE MUSEUM ROAD, TSIM SHA TUSI EAST HONG KONG ; ; HK ; TE;FX +85227363307;+85260998404",None,BWLE-BLUE WORLD LINE,HONG KONG(CN),HONG KONG,HOUSTON,UNITED STATES,HONG KONG(CN),28,CTN,0.05,284.0,10.14,4000*900*800,None,KKFU7914407,HOUSTON,TEXAS,BCS REYNOSA U.S.A. C/NO. 001-028 MADE IN C HINA,85299031;852990,LCL,HONG KONG,,TRANSHIPMENT,1,TEXAS
2023-12-23,"SILICONE RUBBER KEYBOARD FOR AUTOMOTIVE PARTS HS CODE : 85299031OUR REF NO.S23101797-SATE""TH IS SHIPMENT CONTAINS NO WOOD PACKAGING MATERIALS""SCAC CODE : COHEAMS HBL NO. CHK23001794",MARQUARDT SWITCHES INC.,2711 ROUTE 20 EAST CAZENOVIA NY 13035-046 US,SATECO HK LIMITED,"UNIT 2217, 22/F, SEAPOWER TOWER,;CONCORDIA PLAZA, 1 SCIENCE MUSEUM ROAD, TSIM SHA TSUI ; ; HK ; TE;FX +85223321813;+85223321667",MARQUARDT SWITCHES INC,COHE-COHESION FREIGHT (HK) LIMITED,HONG KONG(CN),HONG KONG,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,HONG KONG(CN),30,CTN,0.05,349.0,11.63,4000*900*800,MOHAWK GLOBAL LOGISTICS CORP.,FSCU8582360,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,MARQUARDT USA CNO 001 030,85299031;852990,LCL,HONG KONG,COHESION FREIGHT (HK) LIMITED,TRANSHIPMENT,1,NEW YORK
2023-12-23,RADIATOR WIND SCOOPER FUEL RAIL SILICONE TUBE QUICK COUPLING REFUELING TUBE BULB OIL PIPE- ADAPTER WATER TANK COVER INTERCOOLER STEERING TUBING ASSEMBLY,SUNFLOWERY INC.,"1942 BROADWAY ST STE 314C BOULDER CO 8030230-1292080,CO, 80302,US",SHANGHAI TINGYUE AUTO PARTS CO.,"ROOM 501, BUILDING NO.5, NO.115, LANE 1276, NANLE,SHANGHAI,CN",SUNFLOWERY INC,CIEC,CHINA,SHANG HAI,"NEW YORK/NEWARK AREA, NEWARK",UNITED STATES,CHINA,657,CTN,2.0,5246.01,7.98,4000*906*802,QUARTZ LOGISTICS INC.,EGSU9155308,"NEW YORK/NEWARK AREA, NEWARK",NEW JERSEY,NO MARKS,8708911000,FCL,SHANGHAI,PREMIER SHIPPING SERVICE LIMITED,TRANSHIPMENT,1,COLORADO
2023-12-23,"HAZARDOUS DETAILS : UN : 1993, FLAMMABLE LIQUID , N.O.S. (DECAMETHYLTETRASILOXANE), CLASS : 3, PG : III, 57.20 C, EMS : F-E S-E, DOW EUROPE GM BH CHEMTREC +1-703-527-3887 XIAMETER(TM) PM X-200 SILICONE FLUID 1.5 CST170 KG DRUM HS 2931900090",DOW SILICONES CORPORATION,"PLANT H178 700 OMEGA PARKWAYSHEPHERDSVILLE KY 40165-8515 UNITEDSTATES,",DOW EUROPE GMBH C O DSV LOGISTICS,"RUE ZENOBE GRAMME FAMILLEUREUX 7181BELGIUM,",DSV AIR & SEA INC. - I902,IILU-INDEPENDENT CONTAINER LINE LTD,BELGIUM,ANTWERP/ANVERS,WILMINGTON,UNITED STATES,BELGIUM,80,DR,2.0,15041.58,188.02,4000*0*0,None,CAIU4203625,WILMINGTON,NORTH CAROLINA,DOW CORNING CORPORATION PLANT H178 270 OMEG A PKY STE 200 SHEPHERDSVILLE KY 40165-8515,2931900090,FCL,BELGIUM,INDEPENDENT CONTAINER LINE LTD,CARE OF,1,KENTUCKY
2023-12-23,"XIAMETER(TM) PMX-200 SILICONE FLUID 500,000C ST900 KG IBC HS 3910000090",DOW SILICONES CORPORATION,"700 OMEGA PARKWAY CEDAR GROVEBUSINESS PARK SHEPHERDSVILLE KY40165 UNITED STATES,",DOW EUROPE GMBH C O DSV LOGISTICS,"RUE ZENOBE GRAMME FAMILLEUREUX 7181BELGIUM,",DSV AIR & SEA INC FC#I620,IILU-INDEPENDENT CONTAINER LINE LTD,BELGIUM,ANTWERP/ANVERS,WILMINGTON,UNITED STATES,BELGIUM,1,BOX,0.02,39.54,39.54,4000*0*0,None,TCNU3432620,WILMINGTON,NORTH CAROLINA,DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHE PHERDSVILLE KY 40165-8515 LO UI DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHE PHERDSVILLE KY 40165-8515 LO UI DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHE PHERDSVILLE KY 40165-8515 LO;UI DOW CORNING CORPORATION PLANT H178 270 OMEG A PKY STE 200 SHEPHERDSVILLE KY 40165-8515 DOW CORNING CORPORATION PLANT H178 270 OMEG A PKY STE 200 SHEPHERDSVILLE KY 40165-8515 DOW CORNING CORPORATION PLANT H178 270 OMEGA PKY STE 200 SHE PHERDSVILLE KY 40165-8515 LO UI,3910000090,FCL,BELGIUM,INDEPENDENT CONTAINER LINE LTD,CARE OF,1,KENTUCKY
2023-12-22,XIAMETER(TM) PMX-200 SILICONE FLUID 2 CST180 KG DRUM,DOW SILICONES CORPORATION,PLANT H178 270 OMEGA PKY STE 200SHEPHERDSVILLE KY 40165 UNITED STAT,DOW EUROPE GMBH,RUE ZENOBE GRAMMEFAMILLEUREUX WHT 7181 BELGIUM,None,MEDU,BELGIUM,ANTWERP/ANVERS,LOUISVILLE,UNITED STATES,BELGIUM,36,PKG,0.44,3558.73,98.85,2000*806*800,None,MEDU6001239,NORFOLK,VIRGINIA,NO MARKS,0,FCL,ANTWERP,,TRANSHIPMENT,1,KENTUCKY
2023-12-22,"XIAMETER(TM) PMX-200 SILICONE FLUID 1,000,000 CST170 KG DRUM",DOW SILICONES CORPORATION,PLANT H178 270 OMEGA PKY STE 200SHEPHERDSVILLE KY 40165 UNITED STAT,DOW EUROPE GMBH,RUE ZENOBE GRAMMEFAMILLEUREUX WHT 7181 BELGIUM,None,MEDU,BELGIUM,ANTWERP/ANVERS,LOUISVILLE,UNITED STATES,BELGIUM,1,PKG,0.01,98.85,98.85,2000*806*800,None,MEDU6001239,NORFOLK,VIRGINIA,NO MARKS,0,FCL,ANTWERP,,TRANSHIPMENT,1,KENTUCKY
2023-12-22,7 PALS OF SILICONE 2335.5 K 42 PALS OF RUBBER 18904.6 K,SEA CARGO LOGISTICS S.A.DE C.V.,CALLE LEIBNITZ 117 OFICINA401 ANZURESMIGUEL HIDALGO 525552317141,ERHARDT TRANSITARIOS S.L.,AVDA DE LA CANADA 64-66 MODULO H28823 COSLADA MADRIDTEL 916690102 34916690102,SEA CARGO LOGISTICS SA DE CV,MAEU-MAERSK LINE,SPAIN,ALGECIRAS,MIAMI,OTHER COUNTRY,SPAIN,49,PKG,2.0,22086.8,450.75,4000*906*802,None,MNBU3604179,MIAMI,FLORIDA,NO MARKS,0,FCL,BERRIATUA,MAERSK LINE,TRANSHIPMENT,4,None
2023-12-22,19 PALS OF SILICONE GW 3556.5 KGS 37 PALS OF RUBBER GW 186 25 KGS,SEA CARGO LOGISTICS S.A.DE C.V.,CALLE LEIBNITZ 117 OFICINA401 ANZURESMIGUEL HIDALGO 525552317141,ERHARDT TRANSITARIOS S.L.,AVDA DE LA CANADA 64-66 MODULO H28823 COSLADA MADRIDTEL 916690102 34916690102,SEA CARGO LOGISTICS SA DE CV,MAEU-MAERSK LINE,SPAIN,ALGECIRAS,MIAMI,OTHER COUNTRY,SPAIN,56,PKG,2.0,25242.06,450.75,4000*906*802,None,SUDU8217049,MIAMI,FLORIDA,NO MARKS,0,FCL,BERRIATUA,MAERSK LINE,TRANSHIPMENT,4,None
